objectID,isHighlight,accessionNumber,isPublicDomain,primaryImage,primaryImageSmall,additionalImages/0,additionalImages/1,additionalImages/2,constituents/0,department,objectName,title,culture,period,dynasty,reign,portfolio,artistRole,artistPrefix,artistDisplayName,artistDisplayBio,artistSuffix,artistAlphaSort,artistNationality,artistBeginDate,artistEndDate,objectDate,objectBeginDate,objectEndDate,medium,dimensions,creditLine,geographyType,city,state,county,country,region,subregion,locale,locus,excavation,river,classification,rightsAndReproduction,linkResource,metadataDate,repository,objectURL,tags/0,constituents/0/role,constituents/0/name,tags/1,tags/2,tags/3,tags/4,additionalImages/3,additionalImages/4,additionalImages/5,additionalImages/6,constituents/1/role,constituents/1/name,constituents/2/role,constituents/2/name,constituents/3/role,constituents/3/name,tags/5,additionalImages/7,additionalImages/8,additionalImages/9,additionalImages/10,additionalImages/11,additionalImages/12,additionalImages/13,additionalImages/14,additionalImages/15,additionalImages/16,tags/6,tags/7,tags/8,tags/9,tags/10,additionalImages/17,additionalImages/18,additionalImages/19,additionalImages/20,additionalImages/21,additionalImages/22,additionalImages/23,additionalImages/24,additionalImages/25,additionalImages/26,additionalImages/27,additionalImages/28,additionalImages/29,additionalImages/30,additionalImages/31,additionalImages/32,additionalImages/33,additionalImages/34,additionalImages/35,additionalImages/36,tags/11,tags/12,additionalImages/37,additionalImages/38,additionalImages/39,additionalImages/40,additionalImages/41,additionalImages/42,additionalImages/43,constituents/4/role,constituents/4/name,tags/13,tags/14,tags/15,additionalImages/44,additionalImages/45,additionalImages/46,additionalImages/47,additionalImages/48,additionalImages/49,additionalImages/50,additionalImages/51,additionalImages/52,additionalImages/53,additionalImages/54,additionalImages/55,constituents/5/role,constituents/5/name,constituents/6/role,constituents/6/name,constituents/7/role,constituents/7/name,constituents/8/role,constituents/8/name,constituents/9/role,constituents/9/name,constituents/10/role,constituents/10/name,additionalImages/56,additionalImages/57,additionalImages/58,additionalImages/59,additionalImages/60,additionalImages/61,additionalImages/62,additionalImages/63,additionalImages/64,additionalImages/65,additionalImages/66,additionalImages/67,additionalImages/68,tags/16,tags/17
318964,false,2007.345.1,true,https://images.metmuseum.org/CRDImages/ao/original/75B_18BR2.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/75B_18BR2.jpg,https://images.metmuseum.org/CRDImages/ao/original/75B_18AR3.jpg,,,,"Arts of Africa, Oceania, and the Americas",Dog figure,Reclining Dog,Colima,,,,,,,,,,,,,,200 B.C.–A.D. 300,-175,325,Ceramic,H. 10 3/4 × W. 8 3/4 × D. 15 1/4 in. (27.3 × 22.2 × 38.7 cm),"Gift of Joanne P. Pearson, in memory of Andrall E. Pearson, 2007",,,Colima,,Mexico,Mesoamerica,,,,,,Ceramics-Sculpture,,,2019-07-27T04:40:09.53Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/318964,Dogs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551835,false,62.230,true,https://images.metmuseum.org/CRDImages/eg/original/DP237727.jpg,https://images.metmuseum.org/CRDImages/eg/web-large/DP237727.jpg,https://images.metmuseum.org/CRDImages/eg/original/DP244936.jpg,,,,Egyptian Art,"Palette, fragment, hunting dogs",Palette Fragment Illustrating a Wild Dog,,Naqada III,,,,,,,,,,,,,ca. 3300–3100 B.C.,-3300,-3100,Greywacke,H. 17.8 x W. 6.5 x Th. 1.6 cm (7 x 2 9/16 x 5/8 in.),"Gift of Henry G. Fischer, 1962",Said to be from,,,,,Eastern Delta,Munagat,,,,,,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/551835,Dogs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548233,false,14.6.245,true,https://images.metmuseum.org/CRDImages/eg/original/LC-14_6_245_EGDP025602.jpg,https://images.metmuseum.org/CRDImages/eg/web-large/LC-14_6_245_EGDP025602.jpg,https://images.metmuseum.org/CRDImages/eg/original/EG133.jpg,,,,Egyptian Art,"Ostracon, figured, dog",Sketch of a dog,,"New Kingdom, Ramesside",Dynasty 19–20,,,,,,,,,,,,ca. 1295–1070 B.C.,-1295,-1295,"Limestone, ink",W. 10 cm (3 15/16 in .),"Gift of Theodore M. Davis, 1914",From,,,,Egypt,"Upper Egypt, Thebes",Valley of the Kings,,,Davis excavations,,,,,2019-07-20T04:39:45.807Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/548233,Dogs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546785,false,08.200.34,true,https://images.metmuseum.org/CRDImages/eg/original/08.200.34.jpg,https://images.metmuseum.org/CRDImages/eg/web-large/08.200.34.jpg,,,,,Egyptian Art,"Figurine, Dog",Dog,,Middle Kingdom,"Dynasty 12, late–13 to 1700 B.C.",,,,,,,,,,,,ca. 1850–1700 B.C.,-1850,-1700,"Faience, traces of blue glaze",h. 7 cm (2 3/4 in),"Rogers Fund, 1908",From,,,,Egypt,Memphite Region,Lisht North,"Tomb of Senwosret (758), inside",Pit 805,"MMA excavations, 1907–08",,,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/546785,Dogs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240880,false,74.51.1293,true,https://images.metmuseum.org/CRDImages/gr/original/DP364710.jpg,https://images.metmuseum.org/CRDImages/gr/web-large/DP364710.jpg,,,,,Greek and Roman Art,Figurine of a dog (?),Terracotta dog (?) figurine with suspension hole,Cypriot,Middle Cypriot I,,,,,,,,,,,,,ca. 1900–1800 B.C.,-1900,-1800,Terracotta,H. 1 5/8 in. (4.1 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,,,,,,,,,,,Vases,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/240880,Dogs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248754,false,13.225.4,true,https://images.metmuseum.org/CRDImages/gr/original/DP20467.jpg,https://images.metmuseum.org/CRDImages/gr/web-large/DP20467.jpg,,,,,Greek and Roman Art,Statuette of a girl holding a dog,Bronze statuette of a girl holding a dog,Greek or Roman,Late Hellenistic or Imperial,,,,,,,,,,,,,1st century B.C.–2nd century A.D.,-99,199,Bronze,H. 2 3/8 in. (6 cm),"Rogers Fund, 1913",,,,,,,,,,,,Bronzes,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/248754,Girls,,,Dogs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256597,false,X.21.12,true,https://images.metmuseum.org/CRDImages/gr/original/DP1230.jpg,https://images.metmuseum.org/CRDImages/gr/web-large/DP1230.jpg,,,,,Greek and Roman Art,Askos in the form of a dog,Terracotta askos in the form of a dog,Greek,Hellenistic,,,,,,,,,,,,,2nd–1st century B.C.,-199,-1,Terracotta,h. 3 9/16 in. (9.1 cm); w.  4 7/16 in. (11.3 cm),Museum Accession,,,,,,,,,,,,Vases,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/256597,Dogs,,,Bottles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253516,false,36.11.12,true,https://images.metmuseum.org/CRDImages/gr/original/DP20767.jpg,https://images.metmuseum.org/CRDImages/gr/web-large/DP20767.jpg,,,,,Greek and Roman Art,Statuette of a dog gnawing a bone,Bronze statuette of a hound gnawing a bone,Greek,Hellenistic,,,,,,,,,,,,,3rd–2nd century B.C.,-299,-100,Bronze,length  3in. (7.6cm),"Fletcher Fund, 1936",,,,,,,,,,,,Bronzes,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/253516,Dogs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436323,false,37.118,true,https://images.metmuseum.org/CRDImages/ep/original/DP-1019-01.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-1019-01.jpg,https://images.metmuseum.org/CRDImages/ep/original/DP-1019-03.jpg,,,,European Paintings,Painting,A Woman with a Dog,,,,,,Artist,,Jean Honoré Fragonard,"French, Grasse 1732–1806 Paris",,"Fragonard, Jean Honoré",French,1732,1806,ca. 1769,1764,1774,Oil on canvas,32 x 25 3/4 in. (81.3 x 65.4 cm),"Fletcher Fund, 1937",,,,,,,,,,,,Paintings,,,2019-09-14T05:02:12.083Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/436323,Portraits,Artist,Jean Honoré Fragonard,Women,Dogs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254420,false,41.162.249,true,https://images.metmuseum.org/CRDImages/gr/original/DP1666.jpg,https://images.metmuseum.org/CRDImages/gr/web-large/DP1666.jpg,,,,,Greek and Roman Art,Rhyton in the form of a dog's head,Terracotta rhyton (vase for libations or drinking),"Greek, South Italian, Apulian",Late Classical,,,,,,,,,,,,,ca. 350–300 B.C.,-350,-300,Terracotta,H. 7 1/16 in. (17.9 cm),"Rogers Fund, 1941",,,,,,,,,,,,Vases,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/254420,Satyrs,,,Dogs,Vases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247425,false,06.1021.260,true,https://images.metmuseum.org/CRDImages/gr/original/DP1667.jpg,https://images.metmuseum.org/CRDImages/gr/web-large/DP1667.jpg,,,,,Greek and Roman Art,Rhyton in the form of a dog's head,Terracotta rhyton in the shape of a dog’s head,"Greek, South Italian, Apulian",Late Classical,,,,,,,,,,,,,ca. 350–300 B.C.,-350,-300,Terracotta,7 3/8in. (18.7cm),"Rogers Fund, 1906",,,,,,,,,,,,Vases,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/247425,Fans,,,Eros,Dogs,Mirrors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247423,false,06.1021.258,true,https://images.metmuseum.org/CRDImages/gr/original/DP225166.jpg,https://images.metmuseum.org/CRDImages/gr/web-large/DP225166.jpg,,,,,Greek and Roman Art,Rhyton in the form of a dog's head,Terracotta rhyton (vase for libations or drinking),"Greek, South Italian, Apulian, Tarentine",Hellenistic,,,,,,,,,,,,,late 4th–early 3rd century B.C.,-325,-275,Terracotta,H.: 6 1/8 in. (15.6 cm),"Rogers Fund, 1906",,,,,,,,,,,,Vases,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/247423,Dogs,,,Vases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322495,false,21.166.1,true,https://images.metmuseum.org/CRDImages/an/original/DP370179.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP370179.jpg,,,,,Ancient Near Eastern Art,Disc,Disc with running dogs surrounding a mountain goat,,,,,,,,,,,,,,,ca. A.D. 1st–3rd century,1,300,Bronze,Diam. 2 3/8 in. (6 cm),"Rogers Fund, 1921",,,,,,Transcaucasia,,,,,,Metalwork-Ornaments,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/322495,Dogs,,,Goats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250771,false,19.192.39,true,https://images.metmuseum.org/CRDImages/gr/original/DP261226.jpg,https://images.metmuseum.org/CRDImages/gr/web-large/DP261226.jpg,,,,,Greek and Roman Art,"Grave relief fragment, three figures and dog",Marble fragment of a stele (grave marker) of a youth,Greek,Late Classical,,,,,,,,,,,,,mid-4th century B.C.,-375,-325,"Marble, Pentelic ?",Overall: 41 9/16 x 13 1/4 x 2 3/4in. (105.5 x 33.7 x 7cm),"Rogers Fund, 1919",,,,,,,,,,,,Stone Sculpture,,,2019-04-04T04:52:49.54Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/250771,Men,,,Women,Dogs,Male Nudes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242217,false,74.51.2666,true,https://images.metmuseum.org/CRDImages/gr/original/DP263921.jpg,https://images.metmuseum.org/CRDImages/gr/web-large/DP263921.jpg,,,,,Greek and Roman Art,Statuette of a dog seizing a hare,Limestone statuette of a coursing hound seizing a hare,Cypriot,Classical,,,,,,,,,,,,,ca. 5th or 4th century B.C.?,-499,-300,Limestone,Overall: 2 1/4 x 6 1/2 x 1 1/8 in. (5.7 x 16.5 x 2.9 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,,,,,,,,,,,Stone Sculpture,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/242217,Hunting,,,Dogs,Rabbits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
